#Transcript	Protein	Gene	Gene Description	Structural Category	Coding	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
PB.29325.10	Protein_PB.29325.10	EIF4G2	EIF4G2	novel_not_in_catalog	YES	63.81	59.57	110.79
PB.29325.102	Protein_PB.29325.102	EIF4G2	EIF4G2	novel_not_in_catalog	YES	91.5	88.07	119.11
PB.29325.105	Protein_PB.29325.105	EIF4G2	EIF4G2	novel_not_in_catalog	YES	220.28	263.83	294.6
PB.29325.107	Protein_PB.29325.107	EIF4G2	EIF4G2	novel_not_in_catalog	YES	89.48	83.38	80.84
PB.29325.112	Protein_PB.29325.112	EIF4G2	EIF4G2	novel_not_in_catalog	YES	293.83	403.0	295.22
PB.29325.115		novelGene_3181	novelGene_3181	intergenic	NO	239.09	279.01	400.03
PB.29325.116	Protein_PB.29325.116	novelGene_3183	novelGene_3183	intergenic	YES	22.04	29.87	24.5
PB.29325.118	Protein_PB.29325.118	novelGene_3185	novelGene_3185	intergenic	YES	63.26	27.39	44.4
PB.29325.119	Protein_PB.29325.119	novelGene_3186	novelGene_3186	intergenic	YES	14.91	43.22	22.83
PB.29325.121	Protein_PB.29325.121	novelGene_3188	novelGene_3188	intergenic	YES	48.68	54.44	54.38
PB.29325.15	Protein_PB.29325.15	EIF4G2	EIF4G2	novel_not_in_catalog	YES	20.33	36.69	32.95
PB.29325.20	Protein_PB.29325.20	EIF4G2	EIF4G2	novel_not_in_catalog	YES	107.54	148.66	137.55
PB.29325.27	Protein_PB.29325.27	EIF4G2	EIF4G2	novel_not_in_catalog	YES	109.89	130.74	133.0
PB.29325.28	Protein_PB.29325.28	EIF4G2	EIF4G2	novel_not_in_catalog	YES	54.88	64.45	62.49
PB.29325.32	Protein_PB.29325.32	EIF4G2	EIF4G2	novel_not_in_catalog	YES	61.67	27.05	38.0
PB.29325.45	Protein_PB.29325.45	EIF4G2	EIF4G2	novel_not_in_catalog	YES	10.66	24.37	18.31
PB.29325.46	Protein_PB.29325.46	EIF4G2	EIF4G2	novel_not_in_catalog	YES	28.41	16.85	64.19
PB.29325.50	Protein_PB.29325.50	EIF4G2	EIF4G2	novel_not_in_catalog	YES	62.58	89.01	90.24
PB.29325.7	Protein_PB.29325.7	EIF4G2	EIF4G2	full-splice_match	YES	49.3	57.38	48.73
PB.29325.71	Protein_PB.29325.71	EIF4G2	EIF4G2	novel_not_in_catalog	YES	14.01	5.4	17.36
PB.29325.76	Protein_PB.29325.76	EIF4G2	EIF4G2	novel_not_in_catalog	YES	663.0	686.96	388.51
PB.29325.8	Protein_PB.29325.8	EIF4G2	EIF4G2	novel_not_in_catalog	YES	216.3	195.57	197.9
PB.29325.80	Protein_PB.29325.80	EIF4G2	EIF4G2	novel_not_in_catalog	YES	1250.85	1433.5	658.7
PB.29325.9	Protein_PB.29325.9	EIF4G2	EIF4G2	novel_not_in_catalog	YES	18.31	7.5	33.82
PB.29325.90	Protein_PB.29325.90	EIF4G2	EIF4G2	novel_not_in_catalog	YES	11.72	29.15	7.86
PB.29326.1	Protein_PB.29326.1	LOC113248983	LOC113248983	full-splice_match	YES	33.51	22.46	27.48
PB.29333.7	Protein_PB.29333.7	ZMAT1	ZMAT1	novel_not_in_catalog	YES	15.52	7.36	14.02
PB.29336.2	Protein_PB.29336.2	BEX5	BEX5	full-splice_match	YES	19.37	18.9	14.16
PB.29339.1	Protein_PB.29339.1	LOC113249006	LOC113249006	incomplete-splice_match	YES	19.97	18.2	24.12
PB.29339.3	Protein_PB.29339.3	LOC113249006	LOC113249006	novel_in_catalog	YES	24.1	50.69	76.69
PB.29339.4	Protein_PB.29339.4	LOC113249006	LOC113249006	full-splice_match	YES	54.45	35.47	34.96
PB.2934.3	Protein_PB.2934.3	PID1	PID1	full-splice_match	YES	35.24	44.06	89.17
PB.2934.4	Protein_PB.2934.4	PID1	PID1	full-splice_match	YES	22.0	47.92	49.14
PB.29340.1	Protein_PB.29340.1	LOC113249007	LOC113249007	full-splice_match	YES	30.04	39.37	49.29
PB.29341.2	Protein_PB.29341.2	LOC113249004	LOC113249004	novel_not_in_catalog	YES	17.73	16.75	30.85
PB.29341.3	Protein_PB.29341.3	LOC113249004	LOC113249004	novel_not_in_catalog	YES	30.31	42.41	46.44
PB.29341.7	Protein_PB.29341.7	LOC113249004	LOC113249004	full-splice_match	YES	15.73	22.82	19.72
PB.29341.8	Protein_PB.29341.8	LOC113249004	LOC113249004	full-splice_match	YES	40.89	51.1	52.41
PB.29343.1	Protein_PB.29343.1	LOC113249008	LOC113249008	full-splice_match	YES	57.66	53.28	63.07
PB.29343.3	Protein_PB.29343.3	LOC113249008	LOC113249008	novel_not_in_catalog	YES	65.18	84.99	65.79
PB.29343.4	Protein_PB.29343.4	LOC113249008	LOC113249008	novel_not_in_catalog	YES	13.39	27.35	15.2
PB.29343.5	Protein_PB.29343.5	LOC113249008	LOC113249008	novel_in_catalog	YES	49.56	56.03	51.2
PB.29346.2	Protein_PB.29346.2	SPIN4	SPIN4	full-splice_match	YES	15.3	13.02	5.36
PB.29352.1		LOC113249020	LOC113249020	full-splice_match	NO	18.2	21.9	9.19
PB.2936.1	Protein_PB.2936.1	SLC19A3	SLC19A3	novel_not_in_catalog	YES	335.35	287.14	202.45
PB.2936.13	Protein_PB.2936.13	SLC19A3	SLC19A3	novel_in_catalog	YES	95.05	118.32	38.18
PB.2936.14	Protein_PB.2936.14	SLC19A3	SLC19A3	novel_not_in_catalog	YES	80.05	73.94	27.95
PB.2936.16	Protein_PB.2936.16	SLC19A3	SLC19A3	novel_not_in_catalog	YES	42.51	35.44	13.14
PB.2936.17	Protein_PB.2936.17	SLC19A3	SLC19A3	novel_not_in_catalog	YES	132.71	121.17	78.0
PB.2936.18	Protein_PB.2936.18	SLC19A3	SLC19A3	novel_not_in_catalog	YES	269.81	242.11	255.2
PB.2936.19	Protein_PB.2936.19	SLC19A3	SLC19A3	novel_not_in_catalog	YES	727.33	607.12	461.01
PB.2936.2	Protein_PB.2936.2	SLC19A3	SLC19A3	novel_not_in_catalog	YES	44.38	37.53	11.48
PB.2936.20	Protein_PB.2936.20	SLC19A3	SLC19A3	incomplete-splice_match	YES	215.31	149.71	107.68
PB.2936.4	Protein_PB.2936.4	SLC19A3	SLC19A3	novel_in_catalog	YES	262.17	241.41	229.46
PB.2936.5	Protein_PB.2936.5	SLC19A3	SLC19A3	novel_not_in_catalog	YES	85.6	46.77	22.56
PB.2936.9	Protein_PB.2936.9	SLC19A3	SLC19A3	novel_not_in_catalog	YES	220.6	203.73	0.0
PB.29367.1	Protein_PB.29367.1	LOC113249041	LOC113249041	full-splice_match	YES	84.15	86.13	73.37
PB.29367.2	Protein_PB.29367.2	LOC113249041	LOC113249041	full-splice_match	YES	64.27	65.47	68.3
PB.29368.1	Protein_PB.29368.1	LOC113249039	LOC113249039	novel_in_catalog	YES	766.33	795.59	652.44
PB.29368.2	Protein_PB.29368.2	LOC113249039	LOC113249039	novel_not_in_catalog	YES	88.81	87.23	103.26
PB.29368.3	Protein_PB.29368.3	LOC113249039	LOC113249039	incomplete-splice_match	YES	12.94	12.84	21.14
PB.29369.1	Protein_PB.29369.1	SEC22B	SEC22B	full-splice_match	YES	90.74	99.95	99.75
PB.29369.2	Protein_PB.29369.2	SEC22B	SEC22B	novel_in_catalog	YES	119.73	112.49	154.4
PB.29369.3		SEC22B	SEC22B	novel_in_catalog	NO	33.88	12.97	24.92
PB.29369.4	Protein_PB.29369.4	SEC22B	SEC22B	novel_not_in_catalog	YES	59.54	177.37	115.88
PB.29369.5	Protein_PB.29369.5	SEC22B	SEC22B	novel_not_in_catalog	YES	77.14	47.33	93.36
PB.29369.7		SEC22B	SEC22B	novel_not_in_catalog	NO	94.88	110.08	134.39
PB.2937.5		LOC113250378	LOC113250378	incomplete-splice_match	NO	18.17	13.31	35.75
PB.2940.3	Protein_PB.2940.3	COL4A4	COL4A4	full-splice_match	YES	52.28	56.83	47.49
PB.2940.4	Protein_PB.2940.4	COL4A4	COL4A4	full-splice_match	YES	31.66	10.72	20.69
PB.2940.6	Protein_PB.2940.6	COL4A4	COL4A4	full-splice_match	YES	28.73	13.17	18.46
PB.2940.8	Protein_PB.2940.8	COL4A4	COL4A4	full-splice_match	YES	56.89	62.59	77.3
PB.2942.1		IRS1	IRS1	novel_not_in_catalog	NO	140.42	190.96	117.24
PB.2942.2		IRS1	IRS1	novel_not_in_catalog	NO	59.18	36.13	45.88
PB.2942.3	Protein_PB.2942.3	IRS1	IRS1	full-splice_match	YES	653.49	570.91	629.24
PB.2942.4	Protein_PB.2942.4	IRS1	IRS1	full-splice_match	YES	1977.6	1757.47	1396.28
PB.2942.5		IRS1	IRS1	novel_not_in_catalog	NO	290.18	286.56	315.85
PB.29420.2	Protein_PB.29420.2	LOC113249096	LOC113249096	full-splice_match	YES	18.47	16.92	12.86
PB.29426.10	Protein_PB.29426.10	INTS6L	INTS6L	novel_not_in_catalog	YES	15.79	3.53	7.62
PB.29426.2	Protein_PB.29426.2	INTS6L	INTS6L	novel_not_in_catalog	YES	2.48	15.89	0.78
PB.29426.7	Protein_PB.29426.7	INTS6L	INTS6L	novel_not_in_catalog	YES	31.77	30.75	25.72
PB.29428.11	Protein_PB.29428.11	LOC113249103	LOC113249103	novel_in_catalog	YES	13.78	17.61	17.01
PB.29428.12		LOC113249103	LOC113249103	novel_in_catalog	NO	85.61	75.94	81.59
PB.29428.3	Protein_PB.29428.3	LOC113249103	LOC113249103	full-splice_match	YES	17.02	12.49	12.85
PB.29428.4	Protein_PB.29428.4	LOC113249103	LOC113249103	full-splice_match	YES	171.77	132.2	134.33
PB.29428.6	Protein_PB.29428.6	LOC113249103	LOC113249103	full-splice_match	YES	30.38	42.6	39.43
PB.29429.1	Protein_PB.29429.1	LOC113249104	LOC113249104	full-splice_match	YES	277.59	258.16	272.54
PB.29429.10	Protein_PB.29429.10	LOC113249104	LOC113249104	full-splice_match	YES	21.18	20.84	21.15
PB.29429.12	Protein_PB.29429.12	LOC113249104	LOC113249104	full-splice_match	YES	21.96	96.4	107.05
PB.29429.13	Protein_PB.29429.13	LOC113249104	LOC113249104	full-splice_match	YES	746.89	623.49	581.36
PB.29429.14	Protein_PB.29429.14	LOC113249104	LOC113249104	full-splice_match	YES	167.36	129.54	155.53
PB.29429.15	Protein_PB.29429.15	LOC113249104	LOC113249104	full-splice_match	YES	62.15	53.59	38.76
PB.29429.2	Protein_PB.29429.2	LOC113249104	LOC113249104	full-splice_match	YES	76.0	49.36	63.24
PB.29429.7		LOC113249104	LOC113249104	full-splice_match	NO	55.64	56.96	49.97
PB.29429.8	Protein_PB.29429.8	LOC113249104	LOC113249104	full-splice_match	YES	130.09	136.25	114.47
PB.29457.1	Protein_PB.29457.1	LOC113249136	LOC113249136	novel_in_catalog	YES	36.14	30.23	37.54
PB.29458.2	Protein_PB.29458.2	LOC113249142	LOC113249142	full-splice_match	YES	21.27	15.09	23.95
PB.29459.1	Protein_PB.29459.1	LOC113249141	LOC113249141	full-splice_match	YES	217.77	186.53	192.58
PB.2946.1	Protein_PB.2946.1	DOCK10	DOCK10	full-splice_match	YES	63.21	96.23	83.85
PB.2946.2	Protein_PB.2946.2	DOCK10	DOCK10	full-splice_match	YES	287.4	303.18	211.06
PB.29460.1	Protein_PB.29460.1	LOC113249140	LOC113249140	full-splice_match	YES	65.97	46.71	50.52
PB.29460.2	Protein_PB.29460.2	LOC113249140	LOC113249140	novel_not_in_catalog	YES	19.39	15.02	7.56
PB.29460.4	Protein_PB.29460.4	LOC113249140	LOC113249140	novel_not_in_catalog	YES	658.91	581.89	580.72
PB.29460.5	Protein_PB.29460.5	LOC113249140	LOC113249140	novel_not_in_catalog	YES	241.03	191.93	231.03
PB.29461.1	Protein_PB.29461.1	LOC113249139	LOC113249139	full-splice_match	YES	25.02	15.48	26.59
PB.29461.2	Protein_PB.29461.2	LOC113249139	LOC113249139	full-splice_match	YES	179.53	176.92	148.53
PB.29461.3	Protein_PB.29461.3	LOC113249139	LOC113249139	full-splice_match	YES	35.28	29.01	24.64
PB.29461.4	Protein_PB.29461.4	LOC113249139	LOC113249139	full-splice_match	YES	20.4	11.74	11.31
PB.29461.6	Protein_PB.29461.6	LOC113249139	LOC113249139	full-splice_match	YES	132.98	123.18	120.34
PB.2947.1	Protein_PB.2947.1	CUL3	CUL3	full-splice_match	YES	297.05	289.61	242.0
PB.2947.2	Protein_PB.2947.2	CUL3	CUL3	incomplete-splice_match	YES	269.51	335.8	237.54
PB.295.1	Protein_PB.295.1	ARHGAP31	ARHGAP31	full-splice_match	YES	84.91	89.99	76.12
PB.29503.1	Protein_PB.29503.1	LOC113249186	LOC113249186	full-splice_match	YES	24.72	24.86	23.42
PB.29503.2	Protein_PB.29503.2	LOC113249186	LOC113249186	full-splice_match	YES	145.85	151.66	111.28
PB.29504.1	Protein_PB.29504.1	LOC113249190	LOC113249190	novel_in_catalog	YES	8.79	1.19	20.71
PB.29504.2	Protein_PB.29504.2	LOC113249190	LOC113249190	novel_in_catalog	YES	304.28	314.55	246.45
PB.29504.3	Protein_PB.29504.3	LOC113249190	LOC113249190	novel_in_catalog	YES	296.69	289.57	165.98
PB.2952.1	Protein_PB.2952.1	SERPINE2	SERPINE2	full-splice_match	YES	55.37	70.86	75.0
PB.2953.1	Protein_PB.2953.1	WDFY1	WDFY1	full-splice_match	YES	181.44	320.43	327.2
PB.2953.2	Protein_PB.2953.2	WDFY1	WDFY1	novel_in_catalog	YES	83.27	77.54	79.59
PB.2953.3	Protein_PB.2953.3	WDFY1	WDFY1	novel_not_in_catalog	YES	131.16	90.58	119.38
PB.2953.4	Protein_PB.2953.4	WDFY1	WDFY1	novel_in_catalog	YES	213.78	171.42	261.11
PB.2953.5	Protein_PB.2953.5	WDFY1	WDFY1	novel_in_catalog	YES	91.99	90.53	66.23
PB.29531.10	Protein_PB.29531.10	LOC113249219	LOC113249219	novel_in_catalog	YES	47.97	61.88	58.2
PB.29531.2	Protein_PB.29531.2	LOC113249219	LOC113249219	full-splice_match	YES	55.46	30.51	66.17
PB.29531.8	Protein_PB.29531.8	LOC113249219	LOC113249219	novel_not_in_catalog	YES	13.69	11.48	25.95
PB.29532.1	Protein_PB.29532.1	WFDC1	WFDC1	full-splice_match	YES	27.01	25.2	25.12
PB.29535.1	Protein_PB.29535.1	GIMAP5	GIMAP5	full-splice_match	YES	15.75	18.17	14.83
PB.29535.2	Protein_PB.29535.2	GIMAP5	GIMAP5	incomplete-splice_match	YES	16.35	17.86	16.88
PB.29535.3	Protein_PB.29535.3	GIMAP5	GIMAP5	full-splice_match	YES	17.76	11.67	12.98
PB.29536.2	Protein_PB.29536.2	GIMAP7	GIMAP7	full-splice_match	YES	46.48	46.76	46.41
PB.29536.3	Protein_PB.29536.3	GIMAP7	GIMAP7	full-splice_match	YES	9.85	15.37	11.76
PB.29537.4	Protein_PB.29537.4	GIMAP4	GIMAP4	full-splice_match	YES	52.35	59.0	56.83
PB.29539.3	Protein_PB.29539.3	GIMAP2	GIMAP2	full-splice_match	YES	12.65	17.35	8.27
PB.2954.1	Protein_PB.2954.1	AP1S3	AP1S3	full-splice_match	YES	55.87	73.05	91.12
PB.29542.1	Protein_PB.29542.1	GIMAP6	GIMAP6	full-splice_match	YES	47.84	51.23	36.27
PB.29543.3		LOC113249234	LOC113249234	full-splice_match	NO	29.63	27.16	31.33
PB.29544.1	Protein_PB.29544.1	LOC113249235	LOC113249235	novel_in_catalog	YES	719.56	677.12	537.4
PB.29563.1	Protein_PB.29563.1	LOC113249257	LOC113249257	full-splice_match	YES	52.35	41.25	21.31
PB.29563.11		LOC113249257	LOC113249257	full-splice_match	NO	52.55	63.04	41.65
PB.29563.16	Protein_PB.29563.16	LOC113249257	LOC113249257	full-splice_match	YES	17.28	37.12	49.35
PB.2957.1	Protein_PB.2957.1	FARSB	FARSB	novel_in_catalog	YES	88.96	84.77	75.51
PB.2957.2	Protein_PB.2957.2	FARSB	FARSB	novel_not_in_catalog	YES	23.64	33.04	25.91
PB.2957.4	Protein_PB.2957.4	FARSB	FARSB	novel_in_catalog	YES	62.73	64.07	74.99
PB.2957.5	Protein_PB.2957.5	FARSB	FARSB	novel_not_in_catalog	YES	57.95	59.23	77.09
PB.2957.7	Protein_PB.2957.7	FARSB	FARSB	novel_in_catalog	YES	9.31	13.26	15.79
PB.2957.8	Protein_PB.2957.8	FARSB	FARSB	novel_not_in_catalog	YES	12.52	16.48	22.41
PB.29575.1	Protein_PB.29575.1	LOC113249270	LOC113249270	novel_in_catalog	YES	48.93	52.5	80.59
PB.29575.2		LOC113249270	LOC113249270	full-splice_match	NO	174.02	163.76	263.96
PB.29578.3	Protein_PB.29578.3	LOC113249271	LOC113249271	full-splice_match	YES	17.07	18.98	17.8
PB.29578.5	Protein_PB.29578.5	LOC113249271	LOC113249271	full-splice_match	YES	34.1	37.15	38.49
PB.29611.1	Protein_PB.29611.1	LOC113249310	LOC113249310	full-splice_match	YES	40.47	54.09	50.0
PB.2962.1	Protein_PB.2962.1	OBSL1	OBSL1	full-splice_match	YES	14.34	12.81	13.22
PB.29621.3	Protein_PB.29621.3	LOC113249318	LOC113249318	full-splice_match	YES	20.79	17.77	21.9
PB.29621.8	Protein_PB.29621.8	LOC113249318	LOC113249318	full-splice_match	YES	1016.17	1365.33	1137.81
PB.29621.9	Protein_PB.29621.9	LOC113249319	LOC113249319	full-splice_match	YES	434.78	433.08	512.68
PB.29624.1	Protein_PB.29624.1	LOC113249320	LOC113249320	full-splice_match	YES	114.22	101.42	99.89
PB.29627.1	Protein_PB.29627.1	LOC113249328	LOC113249328	full-splice_match	YES	13.69	12.07	24.41
PB.29627.13	Protein_PB.29627.13	LOC113249327	LOC113249327	full-splice_match	YES	416.18	605.38	647.11
PB.29627.14	Protein_PB.29627.14	LOC113249328	LOC113249328	novel_not_in_catalog	YES	53.24	25.85	36.63
PB.29627.15	Protein_PB.29627.15	LOC113249328	LOC113249328	novel_not_in_catalog	YES	210.11	246.45	289.85
PB.29627.16	Protein_PB.29627.16	LOC113249328	LOC113249328	full-splice_match	YES	4732.61	5357.44	4691.65
PB.29627.4	Protein_PB.29627.4	LOC113249327	LOC113249327	novel_not_in_catalog	YES	32.19	32.53	59.98
PB.29627.5	Protein_PB.29627.5	LOC113249327	LOC113249327	novel_not_in_catalog	YES	60.02	65.79	117.24
PB.2963.1	Protein_PB.2963.1	CHPF	CHPF	full-splice_match	YES	82.61	57.28	26.36
PB.2963.2	Protein_PB.2963.2	CHPF	CHPF	novel_in_catalog	YES	15.04	13.6	32.9
PB.29630.1		LOC113249330	LOC113249330	novel_not_in_catalog	NO	20.08	22.52	20.07
PB.29630.3	Protein_PB.29630.3	LOC113249330	LOC113249330	novel_not_in_catalog	YES	12.81	14.61	17.4
PB.29630.5		LOC113249330	LOC113249330	incomplete-splice_match	NO	175.44	218.16	176.17
PB.29644.1	Protein_PB.29644.1	LOC113249350	LOC113249350	full-splice_match	YES	36.7	22.04	6.91
PB.29648.2	Protein_PB.29648.2	LOC113249352	LOC113249352	full-splice_match	YES	56.34	41.0	41.66
PB.2965.11	Protein_PB.2965.11	DNPEP	DNPEP	full-splice_match	YES	34.7	8.48	29.23
PB.2965.12	Protein_PB.2965.12	DNPEP	DNPEP	novel_in_catalog	YES	16.85	9.95	7.24
PB.2965.13		DNPEP	DNPEP	incomplete-splice_match	NO	66.33	52.13	68.34
PB.2965.2	Protein_PB.2965.2	DNPEP	DNPEP	full-splice_match	YES	93.87	111.18	119.04
PB.2965.4	Protein_PB.2965.4	DNPEP	DNPEP	full-splice_match	YES	34.25	70.73	39.81
PB.2965.5	Protein_PB.2965.5	DNPEP	DNPEP	novel_in_catalog	YES	7.77	16.32	18.43
PB.2965.9	Protein_PB.2965.9	DNPEP	DNPEP	full-splice_match	YES	31.51	10.81	14.61
PB.29651.3	Protein_PB.29651.3	LOC113249359	LOC113249359	full-splice_match	YES	32.78	21.83	13.46
PB.29653.1	Protein_PB.29653.1	LOC113249361	LOC113249361	full-splice_match	YES	247.33	250.54	336.9
PB.29654.1	Protein_PB.29654.1	LOC113249363	LOC113249363	full-splice_match	YES	185.29	212.26	219.89
PB.29655.1		LOC113249366	LOC113249366	full-splice_match	NO	18.81	22.45	23.06
PB.29656.4	Protein_PB.29656.4	LOC113249365	LOC113249365	full-splice_match	YES	17.09	20.26	21.38
PB.29657.2	Protein_PB.29657.2	LOC113249364	LOC113249364	full-splice_match	YES	12.32	34.87	69.71
PB.29657.3	Protein_PB.29657.3	LOC113249364	LOC113249364	full-splice_match	YES	39.03	34.36	57.98
PB.29657.4	Protein_PB.29657.4	LOC113249364	LOC113249364	full-splice_match	YES	182.23	160.06	207.25
PB.29657.5	Protein_PB.29657.5	LOC113249364	LOC113249364	incomplete-splice_match	YES	43.2	59.55	97.2
PB.29657.7	Protein_PB.29657.7	LOC113249364	LOC113249364	incomplete-splice_match	YES	76.15	82.94	173.9
PB.29657.8	Protein_PB.29657.8	LOC113249364	LOC113249364	novel_not_in_catalog	YES	13.59	14.92	19.45
PB.29659.1	Protein_PB.29659.1	LOC113249369	LOC113249369	full-splice_match	YES	185.29	212.26	219.89
PB.29659.2	Protein_PB.29659.2	LOC113249369	LOC113249369	novel_in_catalog	YES	26.2	21.99	36.52
PB.29660.1		LOC113249372	LOC113249372	full-splice_match	NO	122.73	130.19	148.3
PB.29662.11	Protein_PB.29662.11	LOC113249370	LOC113249370	full-splice_match	YES	26.31	44.92	35.4
PB.29662.2	Protein_PB.29662.2	LOC113249370	LOC113249370	full-splice_match	YES	20.88	9.34	8.58
PB.29663.4	Protein_PB.29663.4	LOC113249367	LOC113249367	novel_in_catalog	YES	7.61	10.03	31.98
PB.29674.1	Protein_PB.29674.1	LOC113249386	LOC113249386	full-splice_match	YES	526.93	452.74	460.43
PB.29675.1	Protein_PB.29675.1	LOC113249385	LOC113249385	full-splice_match	YES	12.49	16.65	7.44
PB.29679.2		LOC113249391	LOC113249391	incomplete-splice_match	NO	31.51	35.16	24.12
PB.2968.1	Protein_PB.2968.1	LOC113250431	LOC113250431	full-splice_match	YES	69.05	75.38	87.93
PB.2968.2	Protein_PB.2968.2	LOC113250431	LOC113250431	novel_not_in_catalog	YES	141.81	134.54	207.74
PB.2968.3	Protein_PB.2968.3	LOC113250431	LOC113250431	novel_in_catalog	YES	44.67	26.47	65.95
PB.29684.2	Protein_PB.29684.2	LOC113249395	LOC113249395	full-splice_match	YES	18.16	19.59	17.76
PB.29686.1		novelGene_3212	novelGene_3212	intergenic	NO	36.07	34.55	40.09
PB.29688.1	Protein_PB.29688.1	LOC113249399	LOC113249399	novel_not_in_catalog	YES	73.35	63.75	96.59
PB.29688.3		LOC113249399	LOC113249399	novel_not_in_catalog	NO	20.13	15.99	24.35
PB.2969.13	Protein_PB.2969.13	GLB1L	GLB1L	novel_in_catalog	YES	9.25	18.38	22.33
PB.2969.16	Protein_PB.2969.16	GLB1L	GLB1L	novel_in_catalog	YES	22.59	19.66	26.75
PB.2969.19	Protein_PB.2969.19	GLB1L	GLB1L	novel_in_catalog	YES	9.39	13.26	22.63
PB.2969.8	Protein_PB.2969.8	GLB1L	GLB1L	full-splice_match	YES	62.74	59.66	29.16
PB.29697.1	Protein_PB.29697.1	LOC113249408	LOC113249408	full-splice_match	YES	16.12	13.5	14.83
PB.297.1	Protein_PB.297.1	POGLUT1	POGLUT1	full-splice_match	YES	180.15	116.47	133.05
PB.297.2	Protein_PB.297.2	POGLUT1	POGLUT1	novel_not_in_catalog	YES	18.96	15.65	18.68
PB.297.4	Protein_PB.297.4	POGLUT1	POGLUT1	novel_in_catalog	YES	7.16	54.76	17.83
PB.2970.12	Protein_PB.2970.12	ATG9A	ATG9A	novel_in_catalog	YES	26.39	21.96	7.37
PB.2970.18	Protein_PB.2970.18	ATG9A	ATG9A	full-splice_match	YES	36.94	28.21	1.71
PB.2970.21	Protein_PB.2970.21	ATG9A	ATG9A	full-splice_match	YES	126.84	47.07	46.54
PB.2970.22	Protein_PB.2970.22	ATG9A	ATG9A	full-splice_match	YES	19.66	46.69	60.26
PB.2970.4	Protein_PB.2970.4	ATG9A	ATG9A	full-splice_match	YES	77.98	59.84	12.44
PB.2970.6	Protein_PB.2970.6	ATG9A	ATG9A	novel_not_in_catalog	YES	4.25	8.84	21.89
PB.2970.7	Protein_PB.2970.7	ATG9A	ATG9A	full-splice_match	YES	41.18	15.15	21.02
PB.2970.9	Protein_PB.2970.9	ATG9A	ATG9A	novel_in_catalog	YES	38.1	41.98	26.54
PB.29700.1	Protein_PB.29700.1	LOC113249411	LOC113249411	full-splice_match	YES	40.19	36.1	37.98
PB.29707.3	Protein_PB.29707.3	LOC113249417	LOC113249417	novel_not_in_catalog	YES	223.39	193.5	217.37
PB.29708.2		LOC113249420	LOC113249420	incomplete-splice_match	NO	11.68	12.52	15.82
PB.29709.3	Protein_PB.29709.3	LOC113249419	LOC113249419	incomplete-splice_match	YES	251.1	203.98	214.68
PB.29709.4	Protein_PB.29709.4	LOC113249419	LOC113249419	novel_in_catalog	YES	116.13	74.65	51.37
PB.2971.20	Protein_PB.2971.20	ABCB6	ABCB6	novel_not_in_catalog	YES	6.04	21.78	23.71
PB.2971.21	Protein_PB.2971.21	ABCB6	ABCB6	novel_not_in_catalog	YES	18.1	19.38	16.33
PB.2971.3	Protein_PB.2971.3	ABCB6	ABCB6	full-splice_match	YES	33.54	77.19	35.63
PB.2971.8	Protein_PB.2971.8	ABCB6	ABCB6	novel_in_catalog	YES	27.63	0.22	11.62
PB.29710.1	Protein_PB.29710.1	LOC113249423	LOC113249423	incomplete-splice_match	YES	13.03	14.66	11.03
PB.29713.1		LOC113249424	LOC113249424	full-splice_match	NO	9.28	1.11	19.37
PB.29714.1	Protein_PB.29714.1	LOC113249425	LOC113249425	full-splice_match	YES	11.39	11.95	16.28
PB.29714.3	Protein_PB.29714.3	LOC113249425	LOC113249425	full-splice_match	YES	42.25	32.27	34.47
PB.29715.1		LOC113249426	LOC113249426	full-splice_match	NO	43.65	54.15	42.87
PB.29715.2		LOC113249426	LOC113249426	full-splice_match	NO	17.09	5.72	14.01
PB.2972.14	Protein_PB.2972.14	CNPPD1	CNPPD1	incomplete-splice_match	YES	25.58	21.15	6.06
PB.2972.3	Protein_PB.2972.3	CNPPD1	CNPPD1	full-splice_match	YES	26.48	31.81	22.78
PB.2972.5	Protein_PB.2972.5	CNPPD1	CNPPD1	full-splice_match	YES	18.68	12.06	3.82
PB.29725.1	Protein_PB.29725.1	LOC113249437	LOC113249437	full-splice_match	YES	1885.1	2220.95	830.52
PB.29728.2	Protein_PB.29728.2	LOC113249440	LOC113249440	full-splice_match	YES	19.57	19.06	30.02
PB.29729.1	Protein_PB.29729.1	LOC113249441	LOC113249441	full-splice_match	YES	422.62	405.13	436.34
PB.29732.1	Protein_PB.29732.1	LOC113249444	LOC113249444	novel_in_catalog	YES	622.09	710.92	725.28
PB.29732.2	Protein_PB.29732.2	LOC113249444	LOC113249444	full-splice_match	YES	9645.48	12416.84	6007.66
PB.2974.2	Protein_PB.2974.2	NHEJ1	NHEJ1	full-splice_match	YES	17.0	16.65	8.54
PB.2974.8	Protein_PB.2974.8	NHEJ1	NHEJ1	full-splice_match	YES	18.71	9.3	16.31
PB.2974.9	Protein_PB.2974.9	NHEJ1	NHEJ1	novel_in_catalog	YES	8.68	14.71	8.0
PB.29740.1		LOC113249453	LOC113249453	full-splice_match	NO	13.35	13.86	15.04
PB.29742.1	Protein_PB.29742.1	LOC113249452	LOC113249452	full-splice_match	YES	1379.15	1284.98	1013.52
PB.29742.5	Protein_PB.29742.5	LOC113249452	LOC113249452	full-splice_match	YES	33.46	21.29	32.3
